titulo;precio;ano;kilometraje;cilindrada;url;precio_num;cilindrada_cc;km;rango_cc;rango_km
Vendo mi regalona;$2.600.000;2021.0;28000.0;250.0;https://www.chilemotos.com/moto/57419/;2600000.0;250.0;28000.0;201-500cc;10k-30k
Moto semi nueva;$2.200.000;2023.0;1501.0;250.0;https://www.chilemotos.com/moto/57179/;2200000.0;250.0;1501.0;201-500cc;0-10k
YAMAHA WR250 F;$7.300.000;2024.0;0.0;250.0;https://www.chilemotos.com/moto/57188/;7300000.0;250.0;0.0;201-500cc;
Moto triumph Tiger;$12.500.000;2022.0;27000.0;900.0;https://www.chilemotos.com/moto/57209/;12500000.0;900.0;27000.0;501-1000cc;10k-30k
Voge 300 Rally;$2.700.000;2022.0;17000.0;300.0;https://www.chilemotos.com/moto/57238/;2700000.0;300.0;17000.0;201-500cc;10k-30k
KTM DUKE 250 2021;$2.650.000;2021.0;28000.0;250.0;https://www.chilemotos.com/moto/57305/;2650000.0;250.0;28000.0;201-500cc;10k-30k
Se vende moto Yamaha fz150 año 2020;$1.250.000;2020.0;30000.0;150.0;https://www.chilemotos.com/moto/57060/;1250000.0;150.0;30000.0;0-200cc;10k-30k
Vendo mi Yamaha R15;$2.650.360;2021.0;8500.0;150.0;https://www.chilemotos.com/moto/57075/;2650360.0;150.0;8500.0;0-200cc;0-10k
2012 Vespa GTS 300 Super;$3.800.000;2012.0;10000.0;300.0;https://www.chilemotos.com/moto/57123/;3800000.0;300.0;10000.0;201-500cc;0-10k
Vendo moto Zonsheng RX3 250 año 2024;$3.200.000;2024.0;1800.0;250.0;https://www.chilemotos.com/moto/57126/;3200000.0;250.0;1800.0;201-500cc;0-10k
vendo moto;$2.500.000;2022.0;11500.0;411.0;https://www.chilemotos.com/moto/57173/;2500000.0;411.0;11500.0;201-500cc;10k-30k
Se Vende;$2.000.000;2022.0;2870.0;160.0;https://www.chilemotos.com/moto/56946/;2000000.0;160.0;2870.0;0-200cc;0-10k
Yamaha FJR1300;$3.600.000;2007.0;31772.0;1.3;https://www.chilemotos.com/moto/56977/;3600000.0;1300.0;31772.0;1000cc+;30k-50k
Honda Xblade 160;$1.550.000;2022.0;20000.0;160.0;https://www.chilemotos.com/moto/56996/;1550000.0;160.0;20000.0;0-200cc;10k-30k
Se vende Versys 300X;$3.600.000;2018.0;58000.0;300.0;https://www.chilemotos.com/moto/57002/;3600000.0;300.0;58000.0;201-500cc;50k+
Vendo moto honda;$2.900.000;2022.0;4617.0;250.0;https://www.chilemotos.com/moto/57042/;2900000.0;250.0;4617.0;201-500cc;0-10k
Renegade soho;$1.800.000;2021.0;8900.0;150.0;https://www.chilemotos.com/moto/56852/;1800000.0;150.0;8900.0;0-200cc;0-10k
Kawasaki ninja Z1000SX;$6.500.000;2013.0;48000.0;1.0;https://www.chilemotos.com/moto/56854/;6500000.0;1000.0;48000.0;501-1000cc;30k-50k
Moto Guzzi V7;$5.000.000;2014.0;31000.0;750.0;https://www.chilemotos.com/moto/56892/;5000000.0;750.0;31000.0;501-1000cc;30k-50k
Se vende Moto Yamaha XTZ 150;$2.000.000;2023.0;14500.0;150.0;https://www.chilemotos.com/moto/56894/;2000000.0;150.0;14500.0;0-200cc;10k-30k
BMW GS 310;$3.789.999;2018.0;10000.0;310.0;https://www.chilemotos.com/moto/56900/;3789999.0;310.0;10000.0;201-500cc;0-10k
Motorrad R 150;$2.000.000;2021.0;11129.0;150.0;https://www.chilemotos.com/moto/56934/;2000000.0;150.0;11129.0;0-200cc;10k-30k
Honda x blade 160 año 2021;$1.200.000;2021.0;26300.0;160.0;https://www.chilemotos.com/moto/56724/;1200000.0;160.0;26300.0;0-200cc;10k-30k
Yamaha Enticer Exelente estado;$1.000.000;2013.0;10.0;125.0;https://www.chilemotos.com/moto/56761/;1000000.0;125.0;10.0;0-200cc;0-10k
HONDA NEW ELITE;$1.650.000;2021.0;2700.0;124.0;https://www.chilemotos.com/moto/56802/;1650000.0;124.0;2700.0;0-200cc;0-10k
VENTA MOTO SUZUKI GZ-150 2020 CASI NUEVA (800 KM) UNICO DUEÑO;$1.800.000;2020.0;800.0;148.0;https://www.chilemotos.com/moto/56834/;1800000.0;148.0;800.0;0-200cc;0-10k
Vendo mi Joya;$5.200.000;2010.0;112.0;699.0;https://www.chilemotos.com/moto/56644/;5200000.0;699.0;112.0;501-1000cc;0-10k
VENTA DE MOTOCICLETA HONDA XR 150 L / 2016;$1.300.000;2016.0;122000.0;150.0;https://www.chilemotos.com/moto/56648/;1300000.0;150.0;122000.0;0-200cc;50k+
Moto Naked muy económicaa 150;$850.000;2023.0;4500.0;150.0;https://www.chilemotos.com/moto/56650/;850000.0;150.0;4500.0;0-200cc;0-10k
moto BMW triple black;$19;2023.0;5600.0;992.0;https://www.chilemotos.com/moto/56675/;19000000.0;992.0;5600.0;501-1000cc;0-10k
Euromot vintage café 150cc;$1.200.000;2023.0;3766.0;150.0;https://www.chilemotos.com/moto/56678/;1200000.0;150.0;3766.0;0-200cc;0-10k
Se vende Moto Excelente estado;$3.400.000;2021.0;-10.0;290.0;https://www.chilemotos.com/moto/56685/;3400000.0;290.0;-10.0;201-500cc;
Vendo por recambio;$4.000.000;2012.0;70000.0;650.0;https://www.chilemotos.com/moto/56704/;4000000.0;650.0;70000.0;501-1000cc;50k+
Honda x blade año 2021 en excelentes condiciones. La vendo por no uso.;$1.200.000;2021.0;26000.0;160.0;https://www.chilemotos.com/moto/56717/;1200000.0;160.0;26000.0;0-200cc;10k-30k
BMW 800 GS adventure;$10.300.000;2017.0;30700.0;800.0;https://www.chilemotos.com/moto/56599/;10300000.0;800.0;30700.0;501-1000cc;30k-50k
Moto Eléctrica Super Soco;$1.600.000;2021.0;789.0;50.0;https://www.chilemotos.com/moto/56612/;1600000.0;50.0;789.0;0-200cc;0-10k
Yamaha;$4.500.000;2008.0;39000.0;650.0;https://www.chilemotos.com/moto/56614/;4500000.0;650.0;39000.0;501-1000cc;30k-50k
Vendo Moto Benelli TRK 502 Asfaltica;$4.500.000;2019.0;29000.0;502.0;https://www.chilemotos.com/moto/56627/;4500000.0;502.0;29000.0;501-1000cc;10k-30k
Moto CB190R, 2021;$2.000.000;2021.0;21000.0;190.0;https://www.chilemotos.com/moto/56629/;2000000.0;190.0;21000.0;0-200cc;10k-30k
BMW GTL – 2013 Espectacular!;$13.990.000;2013.0;13000.0;1.6;https://www.chilemotos.com/moto/56632/;13990000.0;1600.0;13000.0;1000cc+;10k-30k
Tenere 700 yamaha;$6.450.000;2015.0;35000.0;700.0;https://www.chilemotos.com/moto/56642/;6450000.0;700.0;35000.0;501-1000cc;30k-50k
Leoncino 500;$2.800.000;2018.0;20000.0;500.0;https://www.chilemotos.com/moto/56547/;2800000.0;500.0;20000.0;201-500cc;10k-30k
Vendo FZn-150;$2.150.000;2022.0;6000.0;149.0;https://www.chilemotos.com/moto/56552/;2150000.0;149.0;6000.0;0-200cc;0-10k
YAMAHA BOLT 950;$7.000.000;2019.0;44000.0;950.0;https://www.chilemotos.com/moto/56559/;7000000.0;950.0;44000.0;501-1000cc;30k-50k
KTM DUKE 200 NG año 2023;$2.390.000;2023.0;8863.0;200.0;https://www.chilemotos.com/moto/56561/;2390000.0;200.0;8863.0;0-200cc;0-10k
Yamaha RAPTOR 90 cc;$2.250.000;2021.0;0.0;90.0;https://www.chilemotos.com/moto/56571/;2250000.0;90.0;0.0;0-200cc;
Moto Gilera GP 800 año 2009;$4.399.000;2009.0;44000.0;800.0;https://www.chilemotos.com/moto/56591/;4399000.0;800.0;44000.0;501-1000cc;30k-50k
como nueva suzuki multiproposito;$7.000.000;2022.0;60000.0;649.0;https://www.chilemotos.com/moto/56514/;7000000.0;649.0;60000.0;501-1000cc;50k+
Vendo Moto;$5.500.000;2003.0;113000.0;1.15;https://www.chilemotos.com/moto/56520/;5500000.0;1150.0;113000.0;1000cc+;50k+
Vendo Moto;$5.500.000;2003.0;113000.0;1.15;https://www.chilemotos.com/moto/56522/;5500000.0;1150.0;113000.0;1000cc+;50k+
Pulsar ns 200;$1.300.000;2019.0;5000.0;200.0;https://www.chilemotos.com/moto/56541/;1300000.0;200.0;5000.0;0-200cc;0-10k
Vendo moto hyosung;$2.800.000;2023.0;20000.0;300.0;https://www.chilemotos.com/moto/56375/;2800000.0;300.0;20000.0;201-500cc;10k-30k
Ktm rc200, 2020 como nueva;$2.500.000;2020.0;4900.0;200.0;https://www.chilemotos.com/moto/56358/;2500000.0;200.0;4900.0;0-200cc;0-10k
Honda CB300R;$3.200.000;2019.0;25000.0;300.0;https://www.chilemotos.com/moto/56340/;3200000.0;300.0;25000.0;201-500cc;10k-30k
Vendo moto um renegade SPORT 300;$1.600.000;2017.0;20000.0;300.0;https://www.chilemotos.com/moto/56336/;1600000.0;300.0;20000.0;201-500cc;10k-30k
Motocicleta Lifan k19;$1.750.000;2023.0;2550.0;200.0;https://www.chilemotos.com/moto/56328/;1750000.0;200.0;2550.0;0-200cc;0-10k
CFMOTO 250 se;$2.650.000;2023.0;7200.0;250.0;https://www.chilemotos.com/moto/56320/;2650000.0;250.0;7200.0;201-500cc;0-10k
Kymco Xcinting 400 cc;$2.600.000;2017.0;52000.0;400.0;https://www.chilemotos.com/moto/56311/;2600000.0;400.0;52000.0;201-500cc;50k+
Moto Yamaha;$2.000.000;2023.0;7680.0;150.0;https://www.chilemotos.com/moto/56306/;2000000.0;150.0;7680.0;0-200cc;0-10k
Triumph Explorer 1200 Xca 2017;$8.999.998;2017.0;56000.0;1.2;https://www.chilemotos.com/moto/56299/;8999998.0;1200.0;56000.0;1000cc+;50k+
Honda XR 150L;$1.650.000;2019.0;6000.0;150.0;https://www.chilemotos.com/moto/56241/;1650000.0;150.0;6000.0;0-200cc;0-10k
Honda CBR 250R 2017;$2.500.000;2017.0;4500.0;250.0;https://www.chilemotos.com/moto/56097/;2500000.0;250.0;4500.0;201-500cc;0-10k
Vendo yamaha yz 450 fx;$4.000.000;2018.0;99999999.0;450.0;https://www.chilemotos.com/moto/56114/;4000000.0;450.0;99999999.0;201-500cc;
Suzuki RMZ 450 cc +casco+botas;$4.200.000;2020.0;30.0;450.0;https://www.chilemotos.com/moto/56216/;4200000.0;450.0;30.0;201-500cc;0-10k
Vendo Mi KLR650/2023;$6.800.000;2023.0;2800.0;650.0;https://www.chilemotos.com/moto/56226/;6800000.0;650.0;2800.0;501-1000cc;0-10k
MOTO SIN USO;$5.000.000;2022.0;708.0;299.0;https://www.chilemotos.com/moto/55983/;5000000.0;299.0;708.0;201-500cc;0-10k
vendo mi BMW 1200 GS;$12.000.000;2010.0;14800.0;1.2;https://www.chilemotos.com/moto/55988/;12000000.0;1200.0;14800.0;1000cc+;10k-30k
Venta de Moto;$850.000;2010.0;365245.0;150.0;https://www.chilemotos.com/moto/55991/;850000.0;150.0;365245.0;0-200cc;50k+
Vendo scooter honda dio 110cc 2022;$900;2022.0;13.0;110.0;https://www.chilemotos.com/moto/55996/;900000.0;110.0;13.0;0-200cc;0-10k
Moto Bajaj modelo Pulsar ns160;$1.500.000;2022.0;6100.0;160.0;https://www.chilemotos.com/moto/55998/;1500000.0;160.0;6100.0;0-200cc;0-10k
Moto bajaj;$1.999.000;2023.0;3400.0;200.0;https://www.chilemotos.com/moto/56063/;1999000.0;200.0;3400.0;0-200cc;0-10k
Zongshen RX1;$2.100.000;2023.0;878.0;200.0;https://www.chilemotos.com/moto/55899/;2100000.0;200.0;878.0;0-200cc;0-10k
KTM 390 ADV 2020 31.000 km;$3.900.000;2020.0;31.0;373.0;https://www.chilemotos.com/moto/55907/;3900000.0;373.0;31.0;201-500cc;0-10k
Triumph speed triple s;$11.500.000;2016.0;30997.0;1.05;https://www.chilemotos.com/moto/55916/;11500000.0;1050.0;30997.0;1000cc+;30k-50k
Yamaha XTZ 150;$2.000.000;2023.0;14355.0;150.0;https://www.chilemotos.com/moto/55921/;2000000.0;150.0;14355.0;0-200cc;10k-30k
SUZUKI GSX 150;$1.900.000;2022.0;7160.0;150.0;https://www.chilemotos.com/moto/55934/;1900000.0;150.0;7160.0;0-200cc;0-10k
vendo moto por apuro;$2.200.000;2022.0;4400.0;300.0;https://www.chilemotos.com/moto/55939/;2200000.0;300.0;4400.0;201-500cc;0-10k
Honda crf 250r 2015 motocross;$3.550.000;2015.0;11111.0;250.0;https://www.chilemotos.com/moto/55943/;3550000.0;250.0;11111.0;201-500cc;10k-30k
Scooter Honda impecable!;$1.600.000;2018.0;12.0;125.0;https://www.chilemotos.com/moto/55831/;1600000.0;125.0;12.0;0-200cc;0-10k
Suzuki V-Strom DL 650 XA 2020;$8.300.000;2020.0;35999.0;649.0;https://www.chilemotos.com/moto/55845/;8300000.0;649.0;35999.0;501-1000cc;30k-50k
Vespa VXL 150;$2.200.000;2023.0;1500.0;150.0;https://www.chilemotos.com/moto/55869/;2200000.0;150.0;1500.0;0-200cc;0-10k
Moto Royal Enfield Meteor nueva;$3.200.000;2022.0;400.0;350.0;https://www.chilemotos.com/moto/55877/;3200000.0;350.0;400.0;201-500cc;0-10k
Vespa Gts 300;$3.200.000;2017.0;0.0;300.0;https://www.chilemotos.com/moto/55881/;3200000.0;300.0;0.0;201-500cc;
2018 Kawasaki Ninja ZX-10R;$5.000.000;2018.0;1694.0;998.0;https://www.chilemotos.com/moto/55895/;5000000.0;998.0;1694.0;501-1000cc;0-10k
Ducati Multiestrada 1200 ST.;$13.500.000;2017.0;51.0;1.199;https://www.chilemotos.com/moto/55789/;13500000.0;1199.0;51.0;1000cc+;0-10k
Venta de Motococleta en exelente estado;$6.450.000;2022.0;3500.0;500.0;https://www.chilemotos.com/moto/55799/;6450000.0;500.0;3500.0;201-500cc;0-10k
moto lifan;$600;2023.0;7000.0;150.0;https://www.chilemotos.com/moto/55804/;600000.0;150.0;7000.0;0-200cc;0-10k
Moto;$600.000;2023.0;7000.0;150.0;https://www.chilemotos.com/moto/55806/;600000.0;150.0;7000.0;0-200cc;0-10k
BMW F 650 Gs 2006;$3.990.000;2006.0;69.0;650.0;https://www.chilemotos.com/moto/55823/;3990000.0;650.0;69.0;501-1000cc;0-10k
BMW F 650 Gs;$3.990.000;2006.0;69000.0;650.0;https://www.chilemotos.com/moto/55828/;3990000.0;650.0;69000.0;501-1000cc;50k+
Moto eléctrica;$980;2023.0;2100.0;125.0;https://www.chilemotos.com/moto/55714/;980000.0;125.0;2100.0;0-200cc;0-10k
Honda Falcon – muy buen estado;$2.800.000;2013.0;53.0;400.0;https://www.chilemotos.com/moto/55723/;2800000.0;400.0;53.0;201-500cc;0-10k
MOTO;$5.000.000;2022.0;6000.0;650.0;https://www.chilemotos.com/moto/55732/;5000000.0;650.0;6000.0;501-1000cc;0-10k
Honda Falcon – muy buen estado;$2.800.000;2013.0;53000.0;400.0;https://www.chilemotos.com/moto/55740/;2800000.0;400.0;53000.0;201-500cc;50k+
Honda CB190R 2018;$1.400.000;2018.0;18000.0;180.0;https://www.chilemotos.com/moto/55758/;1400000.0;180.0;18000.0;0-200cc;10k-30k
Se vende moto;$2.300.000;2021.0;5318.0;200.0;https://www.chilemotos.com/moto/55768/;2300000.0;200.0;5318.0;0-200cc;0-10k
Honda XR 190;$2.000.000;2022.0;5450.0;190.0;https://www.chilemotos.com/moto/55606/;2000000.0;190.0;5450.0;0-200cc;0-10k
Vendo moto Honda Navi;$1.300.000;2023.0;1850.0;110.0;https://www.chilemotos.com/moto/55607/;1300000.0;110.0;1850.0;0-200cc;0-10k
DUKE 250 7 MIL KILOMETROS;$3.200.000;2023.0;6999.0;250.0;https://www.chilemotos.com/moto/55638/;3200000.0;250.0;6999.0;201-500cc;0-10k
KTM 390 Adventure 2022;$5.500.000;2022.0;5590.0;390.0;https://www.chilemotos.com/moto/55461/;5500000.0;390.0;5590.0;201-500cc;0-10k
Vendo moto benelli 180 S blanca;$2;2023.0;3.0;180.0;https://www.chilemotos.com/moto/55465/;2000000.0;180.0;3.0;0-200cc;0-10k
Moto Scotter kymco Agility Rs;$700.000;2021.0;19000.0;125.0;https://www.chilemotos.com/moto/55483/;700000.0;125.0;19000.0;0-200cc;10k-30k
Zongshen Rx3;$2.700.000;2023.0;1600.0;250.0;https://www.chilemotos.com/moto/55537/;2700000.0;250.0;1600.0;201-500cc;0-10k
KTM adventure 250 año 2023;$3.750.000;2023.0;1900.0;250.0;https://www.chilemotos.com/moto/55538/;3750000.0;250.0;1900.0;201-500cc;0-10k
moto honda nc 750 x año 2019;$7;2019.0;26120.0;750.0;https://www.chilemotos.com/moto/55545/;7000000.0;750.0;26120.0;501-1000cc;10k-30k
Bajaj pulsar Ns200;$2.550.000;2024.0;2700.0;200.0;https://www.chilemotos.com/moto/55577/;2550000.0;200.0;2700.0;0-200cc;0-10k
TRIUMPH TIGER RALLY 900 IMPECABLE;$12.500.000;2022.0;10000.0;900.0;https://www.chilemotos.com/moto/54761/;12500000.0;900.0;10000.0;501-1000cc;0-10k
Moto;$700.000;2020.0;16500.0;150.0;https://www.chilemotos.com/moto/54821/;700000.0;150.0;16500.0;0-200cc;10k-30k
Honda Elit 3100 km;$599.000;2007.0;3100.0;125.0;https://www.chilemotos.com/moto/55346/;599000.0;125.0;3100.0;0-200cc;0-10k
Honda Navi;$1.549.000;2022.0;2160.0;1.0;https://www.chilemotos.com/moto/55406/;1549000.0;1000.0;2160.0;501-1000cc;0-10k
Bajaj pulsar RS200;$2.400.000;2022.0;10500.0;200.0;https://www.chilemotos.com/moto/55459/;2400000.0;200.0;10500.0;0-200cc;10k-30k
Vendo F GS 750 año 2021;$7.500.000;2021.0;15300.0;853.0;https://www.chilemotos.com/moto/54670/;7500000.0;853.0;15300.0;501-1000cc;10k-30k
PULSAR 150 2023;$1.250.000;2023.0;6588.0;1.495;https://www.chilemotos.com/moto/54689/;1250000.0;1495.0;6588.0;1000cc+;0-10k
Loncin 125 cc 2021 lx76A;$570.000;2021.0;270000.0;125.0;https://www.chilemotos.com/moto/54705/;570000.0;125.0;270000.0;0-200cc;50k+
Vendo mi moto casi nueva en perfectas condiciones;$1.500.000;2024.0;618.0;250.0;https://www.chilemotos.com/moto/54714/;1500000.0;250.0;618.0;201-500cc;0-10k
Vendo moto Yamaha XTZ 150 año 2022;$2;2022.0;1.0;150.0;https://www.chilemotos.com/moto/54729/;2000000.0;150.0;1.0;0-200cc;0-10k
ktm 390 adventure;$4.100.000;2021.0;19.0;390.0;https://www.chilemotos.com/moto/54735/;4100000.0;390.0;19.0;201-500cc;0-10k
2022 Yamaha MT03 Nueva 147 km;$5.100.000;2022.0;147.0;319.0;https://www.chilemotos.com/moto/53963/;5100000.0;319.0;147.0;201-500cc;0-10k
Moto Benelli 752s;$5.500.000;2022.0;5000.0;754.0;https://www.chilemotos.com/moto/54592/;5500000.0;754.0;5000.0;501-1000cc;0-10k
Vendo yamaha FZN 2.0 150cc en perfectas condiciones;$1.700.000;2022.0;6000.0;150.0;https://www.chilemotos.com/moto/54595/;1700000.0;150.0;6000.0;0-200cc;0-10k
vendo mi moto urgente por viaje;$2.000.000;2023.0;8500.0;200.0;https://www.chilemotos.com/moto/54618/;2000000.0;200.0;8500.0;0-200cc;0-10k
Corsa N335;$2.000.000;2022.0;8499.0;330.0;https://www.chilemotos.com/moto/54624/;2000000.0;330.0;8499.0;201-500cc;0-10k
Moto;$2.500.000;2012.0;0.0;250.0;https://www.chilemotos.com/moto/54634/;2500000.0;250.0;0.0;201-500cc;
vendo Moto Regal Raptor;$950.000;2016.0;18000.0;150.0;https://www.chilemotos.com/moto/54645/;950000.0;150.0;18000.0;0-200cc;10k-30k
Aprilia SR MAX 300cc año 2017;$3.499.999;2017.0;11650.0;298.0;https://www.chilemotos.com/moto/53887/;3499999.0;298.0;11650.0;201-500cc;10k-30k
RX3s – Zongshen;$3.200.000;2022.0;10500.0;400.0;https://www.chilemotos.com/moto/53893/;3200000.0;400.0;10500.0;201-500cc;10k-30k
TVS Apache RTR 200;$1.300.000;2023.0;2500.0;200.0;https://www.chilemotos.com/moto/53930/;1300000.0;200.0;2500.0;0-200cc;0-10k
Venta de Moto con todo su Equipo;$4.700.000;2013.0;95.0;800.0;https://www.chilemotos.com/moto/53938/;4700000.0;800.0;95.0;501-1000cc;0-10k
401 Svartpilen – 32,000 kms –;$5.500.000;2021.0;32000.0;373.0;https://www.chilemotos.com/moto/53941/;5500000.0;373.0;32000.0;201-500cc;30k-50k
Se vende BMW conversable;$6.000.000;2024.0;0.0;313.0;https://www.chilemotos.com/moto/53956/;6000000.0;313.0;0.0;201-500cc;
Yamaha FZN 150;$1.600.000;2021.0;4276.0;150.0;https://www.chilemotos.com/moto/53744/;1600000.0;150.0;4276.0;0-200cc;0-10k
Se vende BMW sertao 650cc;$4.500.000;2012.0;79000.0;650.0;https://www.chilemotos.com/moto/53758/;4500000.0;650.0;79000.0;501-1000cc;50k+
Yamaha raptor 700;$7.500.000;2022.0;0.0;700.0;https://www.chilemotos.com/moto/53781/;7500000.0;700.0;0.0;501-1000cc;
Oferta única;$1.100.000;2022.0;1080.0;125.0;https://www.chilemotos.com/moto/53788/;1100000.0;125.0;1080.0;0-200cc;0-10k
Oferta única;$1.100.000;2022.0;1078.0;125.0;https://www.chilemotos.com/moto/53790/;1100000.0;125.0;1078.0;0-200cc;0-10k
2016 Honda Falcon nx 400;$2.400.000;2016.0;62.0;400.0;https://www.chilemotos.com/moto/53445/;2400000.0;400.0;62.0;201-500cc;0-10k
VENDO MOTO KEEWAY RK 150 CASI NUEVA;$900;2022.0;60.0;150.0;https://www.chilemotos.com/moto/53447/;900000.0;150.0;60.0;0-200cc;0-10k
Se vende Yamaha en perfecto estado;$950.000;2021.0;12800.0;125.0;https://www.chilemotos.com/moto/53501/;950000.0;125.0;12800.0;0-200cc;10k-30k
Moto eléctrica de 800w y batería 60v 20ah + 2 cascos;$600.000;2019.0;0.0;50.0;https://www.chilemotos.com/moto/53542/;600000.0;50.0;0.0;0-200cc;
Moto zongshen 150 cc Enduro;$1.550.000;2008.0;5000.0;150.0;https://www.chilemotos.com/moto/53647/;1550000.0;150.0;5000.0;0-200cc;0-10k
2023 Honda Crf-450r;$5.500;2023.0;1.0;450.0;https://www.chilemotos.com/moto/53705/;5500000.0;450.0;1.0;201-500cc;0-10k
Oferta única;$1.100.000;2022.0;1080.0;125.0;https://www.chilemotos.com/moto/53735/;1100000.0;125.0;1080.0;0-200cc;0-10k
CF MOTO 400 /2022;$3.000.000;2022.0;13.0;399.0;https://www.chilemotos.com/moto/53234/;3000000.0;399.0;13.0;201-500cc;0-10k
MOTO HONDA CB 190 R ROJA;$2.000.000;2021.0;4500.0;184.0;https://www.chilemotos.com/moto/53400/;2000000.0;184.0;4500.0;0-200cc;0-10k
Venta FZS Yamaha 2022;$2.000.000;2022.0;6100.0;150.0;https://www.chilemotos.com/moto/53422/;2000000.0;150.0;6100.0;0-200cc;0-10k
Vendo moto Keeway 150 casi nueva 60 km.;$900;2022.0;59.0;150.0;https://www.chilemotos.com/moto/53442/;900000.0;150.0;59.0;0-200cc;0-10k
VENDO MOTO KEEWAY 150 CASI NUEVA;$900;2022.0;60.0;150.0;https://www.chilemotos.com/moto/53444/;900000.0;150.0;60.0;0-200cc;0-10k
KTM RC 200;$2.000.000;2017.0;27000.0;200.0;https://www.chilemotos.com/moto/53047/;2000000.0;200.0;27000.0;0-200cc;10k-30k
Venta de moto;$1.280.000;2021.0;0.0;125.0;https://www.chilemotos.com/moto/53061/;1280000.0;125.0;0.0;0-200cc;
Vendo Moto seminueva;$750.000;2022.0;5000.0;1.0;https://www.chilemotos.com/moto/53110/;750000.0;1000.0;5000.0;501-1000cc;0-10k
vendo moto pulsar Bajaj 200ns año 2023;$2.000.000;2022.0;43.0;200.0;https://www.chilemotos.com/moto/53142/;2000000.0;200.0;43.0;0-200cc;0-10k
vendo espectacular moto, practicamente nueva;$20.000.000;2020.0;18000.0;1.6;https://www.chilemotos.com/moto/53208/;20000000.0;1600.0;18000.0;1000cc+;10k-30k
2020 Yamaha Nmax 155;$2.250.000;2020.0;3450.0;155.0;https://www.chilemotos.com/moto/52947/;2250000.0;155.0;3450.0;0-200cc;0-10k
Se vende espectacular moto al día;$6.900.000;2016.0;48000.0;950.0;https://www.chilemotos.com/moto/52965/;6900000.0;950.0;48000.0;501-1000cc;30k-50k
Kawasaki KLX250 Excelente 8000 km;$2.500.000;2010.0;8200.0;250.0;https://www.chilemotos.com/moto/52988/;2500000.0;250.0;8200.0;201-500cc;0-10k
2018 Honda GL1800D;$4.900.000;2018.0;11900.0;1.833;https://www.chilemotos.com/moto/52991/;4900000.0;1833.0;11900.0;1000cc+;10k-30k
Suzuki GSXR 150;$2.800.000;2022.0;2900.0;150.0;https://www.chilemotos.com/moto/53010/;2800000.0;150.0;2900.0;0-200cc;0-10k
Moto Honda cb500x adventur;$4.400.000;2016.0;36000.0;500.0;https://www.chilemotos.com/moto/53033/;4400000.0;500.0;36000.0;201-500cc;30k-50k
Keeway K light 202 año 2022;$1.700.000;2022.0;7850.0;200.0;https://www.chilemotos.com/moto/53042/;1700000.0;200.0;7850.0;0-200cc;0-10k
Honda CRF250L 2019 (con muchas extras);$3.100.000;2019.0;38500.0;250.0;https://www.chilemotos.com/moto/52795/;3100000.0;250.0;38500.0;201-500cc;30k-50k
Honda CRF250L 2019 (con muchas extras);$3.100.000;2019.0;38500.0;250.0;https://www.chilemotos.com/moto/52805/;3100000.0;250.0;38500.0;201-500cc;30k-50k
Vendo moto excelente estado;$23;2020.0;17000.0;1.65;https://www.chilemotos.com/moto/52911/;23000000.0;1650.0;17000.0;1000cc+;10k-30k
Vendo moto yamaha xjr 1300;$8.500.000;2001.0;45000.0;1.3;https://www.chilemotos.com/moto/52932/;8500000.0;1300.0;45000.0;1000cc+;30k-50k
venta moto Aprilia, modelo Pegaso 650, año 2010 impecable;$365.000;2010.0;104200.0;650.0;https://www.chilemotos.com/moto/52935/;365000.0;650.0;104200.0;501-1000cc;50k+
Vendo mi consentida;$1.500.000;2022.0;13500.0;200.0;https://www.chilemotos.com/moto/52939/;1500000.0;200.0;13500.0;0-200cc;10k-30k
SUZUKI GSXR150;$3.000.000;2020.0;9420.0;150.0;https://www.chilemotos.com/moto/52654/;3000000.0;150.0;9420.0;0-200cc;0-10k
Moto Yamaha XVS 950A;$5.500.000;2011.0;83231.0;800.0;https://www.chilemotos.com/moto/52664/;5500000.0;800.0;83231.0;501-1000cc;50k+
DOMINAR 400 2022;$2.800.000;2022.0;10800.0;400.0;https://www.chilemotos.com/moto/52730/;2800000.0;400.0;10800.0;201-500cc;10k-30k
HYOSUN GT 650 R;$3.999.999;2014.0;11000.0;650.0;https://www.chilemotos.com/moto/52731/;3999999.0;650.0;11000.0;501-1000cc;10k-30k
Vendo KTM Duke 250 por subida de Cilindraje;$3.100.000;2022.0;10.0;250.0;https://www.chilemotos.com/moto/52733/;3100000.0;250.0;10.0;201-500cc;0-10k
Honda cb 190;$1.500.000;2021.0;29000.0;190.0;https://www.chilemotos.com/moto/52747/;1500000.0;190.0;29000.0;0-200cc;10k-30k
Yamaha MT03A año 2022;$4.300.000;2022.0;12000.0;321.0;https://www.chilemotos.com/moto/52785/;4300000.0;321.0;12000.0;201-500cc;10k-30k
KTM EXC ENDURO 260HR;$4.200.000;2015.0;260.0;449.0;https://www.chilemotos.com/moto/52534/;4200000.0;449.0;260.0;201-500cc;0-10k
VENDO MOTO NMAX 155;$2.800.000;2022.0;3100.0;155.0;https://www.chilemotos.com/moto/52539/;2800000.0;155.0;3100.0;0-200cc;0-10k
Se Vende Suzuki GSX250R;$2.800.000;2019.0;38000.0;250.0;https://www.chilemotos.com/moto/52564/;2800000.0;250.0;38000.0;201-500cc;30k-50k
