titulo;precio;ano;kilometraje;cilindrada;url;precio_num;cilindrada_cc;km;rango_cc;rango_km
kimco agility 16+ 200i modelo 2021;$1.600.000;2021.0;5000.0;200.0;https://www.chilemotos.com/moto/47931/;1600000.0;200.0;5000.0;0-200cc;0-10k
Honda CRF 450RL;$3.200.000;2021.0;5186.0;449.0;https://www.chilemotos.com/moto/47937/;3200000.0;449.0;5186.0;201-500cc;0-10k
Vendo moto scooters 150cc marca matrix;$800;2021.0;21000.0;150.0;https://www.chilemotos.com/moto/47943/;800000.0;150.0;21000.0;0-200cc;10k-30k
YAMAHA MT 03 A;$5.000.000;2022.0;7000.0;321.0;https://www.chilemotos.com/moto/47957/;5000000.0;321.0;7000.0;201-500cc;0-10k
YAMAHA MT 03 A;$5.000.000;2022.0;7000.0;321.0;https://www.chilemotos.com/moto/47960/;5000000.0;321.0;7000.0;201-500cc;0-10k
Moto Honda CB 190 R;$1.800.000;2022.0;8000.0;190.0;https://www.chilemotos.com/moto/47820/;1800000.0;190.0;8000.0;0-200cc;0-10k
Vendo moto honda cb1 tuff 125cc;$800.000;2021.0;4600.0;125.0;https://www.chilemotos.com/moto/47834/;800000.0;125.0;4600.0;0-200cc;0-10k
BMW R1200GS Adventure K25;$11.000.000;2012.0;70.0;1.2;https://www.chilemotos.com/moto/47839/;11000000.0;1200.0;70.0;1000cc+;0-10k
Vendo moto;$2.250.000;2020.0;3300.0;250.0;https://www.chilemotos.com/moto/47849/;2250000.0;250.0;3300.0;201-500cc;0-10k
TAKASAKI A9 150 CC. 381 KM. 2019;$1.100.000;2019.0;381.0;150.0;https://www.chilemotos.com/moto/47858/;1100000.0;150.0;381.0;0-200cc;0-10k
Xr 250 tornado;$1.500.000;2009.0;48000.0;250.0;https://www.chilemotos.com/moto/47880/;1500000.0;250.0;48000.0;201-500cc;30k-50k
Se vende Moto Ns 200 Fi;$1.900.000;2022.0;20884.0;198.0;https://www.chilemotos.com/moto/47888/;1900000.0;198.0;20884.0;0-200cc;10k-30k
Vendo Kawasaki Versys 650 2013;$4.500.000;2013.0;35000.0;649.0;https://www.chilemotos.com/moto/47891/;4500000.0;649.0;35000.0;501-1000cc;30k-50k
Vendo moto keeway K-light 202;$1.400.000;2021.0;7347.0;200.0;https://www.chilemotos.com/moto/47285/;1400000.0;200.0;7347.0;0-200cc;0-10k
Yamaha V Star;$3.200.000;2008.0;19909.0;1.299;https://www.chilemotos.com/moto/47786/;3200000.0;1299.0;19909.0;1000cc+;10k-30k
Yamaha XJ6N;$5.700.000;2012.0;16950.0;600.0;https://www.chilemotos.com/moto/47804/;5700000.0;600.0;16950.0;501-1000cc;10k-30k
KTM 1290 Super Adventure R;$18.500.000;2022.0;7819.0;1.289;https://www.chilemotos.com/moto/47815/;18500000.0;1289.0;7819.0;1000cc+;0-10k
Vendo moto Yamaha fz 150;$1.500.000;2020.0;11800.0;150.0;https://www.chilemotos.com/moto/47232/;1500000.0;150.0;11800.0;0-200cc;10k-30k
Venta Inazuma S impecable;$2.500.000;2016.0;28501.0;250.0;https://www.chilemotos.com/moto/47215/;2500000.0;250.0;28501.0;201-500cc;10k-30k
kawasaki;$3.900.002;2023.0;172.0;230.0;https://www.chilemotos.com/moto/47196/;3900002.0;230.0;172.0;201-500cc;0-10k
YAMAHA CYGNUS z;$650;2020.0;28.0;125.0;https://www.chilemotos.com/moto/47162/;650000.0;125.0;28.0;0-200cc;0-10k
Yamaha xtz 150;$2.100.000;2021.0;8200.0;150.0;https://www.chilemotos.com/moto/47144/;2100000.0;150.0;8200.0;0-200cc;0-10k
Moto Yamaha 2021;$1;2021.0;10000.0;125.0;https://www.chilemotos.com/moto/47105/;1000000.0;125.0;10000.0;0-200cc;0-10k
ktm exc 125 2012;$2.600.000;2012.0;0.0;125.0;https://www.chilemotos.com/moto/47066/;2600000.0;125.0;0.0;0-200cc;
Moto Honda V-Men;$1.100.000;2010.0;7400.0;125.0;https://www.chilemotos.com/moto/47019/;1100000.0;125.0;7400.0;0-200cc;0-10k
Moto Honda Xblade 160cc;$1.900.000;2022.0;360.0;160.0;https://www.chilemotos.com/moto/47005/;1900000.0;160.0;360.0;0-200cc;0-10k
VENDO MI MOTO;$1.700.000;2022.0;2500.0;150.0;https://www.chilemotos.com/moto/46993/;1700000.0;150.0;2500.0;0-200cc;0-10k
Se vende moto Keeway;$1.800.000;2022.0;17000.0;200.0;https://www.chilemotos.com/moto/46984/;1800000.0;200.0;17000.0;0-200cc;10k-30k
YAMAHA MT09 2021 EN PERFECTO ESTADO Y PAPELES AL DÍA;$9.200.000;2021.0;28000.0;900.0;https://www.chilemotos.com/moto/58043/;9200000.0;900.0;28000.0;501-1000cc;10k-30k
BMW G310 GS;$4.200.000;2021.0;16180.0;310.0;https://www.chilemotos.com/moto/58075/;4200000.0;310.0;16180.0;201-500cc;10k-30k
Keeway rk 150;$750;2021.0;5.0;150.0;https://www.chilemotos.com/moto/58057/;750000.0;150.0;5.0;0-200cc;0-10k
CF Moto 700 CLX 2023;$4.100.000;2023.0;28.0;693.0;https://www.chilemotos.com/moto/58059/;4100000.0;693.0;28.0;501-1000cc;0-10k
CF moto 650 GT 2022;$4.500.000;2022.0;6300.0;650.0;https://www.chilemotos.com/moto/58050/;4500000.0;650.0;6300.0;501-1000cc;0-10k
Vendo Moto deportiva por NO uso;$2.500.000;2021.0;2900.0;335.0;https://www.chilemotos.com/moto/58037/;2500000.0;335.0;2900.0;201-500cc;0-10k
KTM 390 DUKE;$5.300.000;2024.0;1800.0;399.0;https://www.chilemotos.com/moto/58029/;5300000.0;399.0;1800.0;201-500cc;0-10k
Triumph Tiger Adventure XCA 1.200 cc 2020 SIN detalles;$14.900.000;2020.0;31.0;1.2;https://www.chilemotos.com/moto/58025/;14900000.0;1200.0;31.0;1000cc+;0-10k
Vendo scooter por motivo de viaje;$1.600.000;2021.0;10700.0;125.0;https://www.chilemotos.com/moto/58002/;1600000.0;125.0;10700.0;0-200cc;10k-30k
dominar 400 adv;$2.900.000;2023.0;31000.0;400.0;https://www.chilemotos.com/moto/57970/;2900000.0;400.0;31000.0;201-500cc;30k-50k
Honda CB500X 2020 impecable. Único dueño;$5.990.000;2020.0;9700.0;500.0;https://www.chilemotos.com/moto/57957/;5990000.0;500.0;9700.0;201-500cc;0-10k
Vendo Zongshen RX3 de 400cc;$2.200.000;2022.0;34500.0;400.0;https://www.chilemotos.com/moto/57932/;2200000.0;400.0;34500.0;201-500cc;30k-50k
Moto BMW GS 1200 – 2016;$12.750.000;2016.0;58.0;1.2;https://www.chilemotos.com/moto/57905/;12750000.0;1200.0;58.0;1000cc+;0-10k
Vendo Moto en Muy Buen Estado, Mantenciones y documentostos al dia;$2.700.000;2021.0;29505.0;310.0;https://www.chilemotos.com/moto/57896/;2700000.0;310.0;29505.0;201-500cc;10k-30k
TIGER GT LOW 900;$10.200.000;2022.0;12000.0;900.0;https://www.chilemotos.com/moto/57892/;10200000.0;900.0;12000.0;501-1000cc;10k-30k
Honda Shadow 150 cc;$1.200.000;2020.0;24500.0;150.0;https://www.chilemotos.com/moto/57873/;1200000.0;150.0;24500.0;0-200cc;10k-30k
Yamaha FZ250;$2.500.000;2023.0;3000.0;250.0;https://www.chilemotos.com/moto/57857/;2500000.0;250.0;3000.0;201-500cc;0-10k
Bmw f650 gs dakar 2007;$4.050.000;2007.0;50000.0;650.0;https://www.chilemotos.com/moto/57841/;4050000.0;650.0;50000.0;501-1000cc;30k-50k
SOLO 100 KM , 2 USOS, BMW F750 2023;$9.750.000;2023.0;100.0;750.0;https://www.chilemotos.com/moto/57821/;9750000.0;750.0;100.0;501-1000cc;0-10k
Vendo moto Vespa VXL 150 CC;$2.000.000;2020.0;0.0;150.0;https://www.chilemotos.com/moto/57801/;2000000.0;150.0;0.0;0-200cc;
Vendo moto con muy poco kilometraje;$3.600.000;2020.0;10.0;300.0;https://www.chilemotos.com/moto/57790/;3600000.0;300.0;10.0;201-500cc;0-10k
Vendo Moto ZONTES ZT155-U1;$1.890.000;2022.0;1200.0;155.0;https://www.chilemotos.com/moto/57763/;1890000.0;155.0;1200.0;0-200cc;0-10k
BMW G310 GS;$4.800.000;2022.0;681.0;310.0;https://www.chilemotos.com/moto/57741/;4800000.0;310.0;681.0;201-500cc;0-10k
Yamaha Nmax 155;$1.750.000;2021.0;26500.0;155.0;https://www.chilemotos.com/moto/57725/;1750000.0;155.0;26500.0;0-200cc;10k-30k
Benelli TNTi150 2024;$1.499.999;2024.0;2900.0;150.0;https://www.chilemotos.com/moto/57715/;1499999.0;150.0;2900.0;0-200cc;0-10k
Moto scooter electrica;$550.000;2015.0;0.0;50.0;https://www.chilemotos.com/moto/57710/;550000.0;50.0;0.0;0-200cc;
MOTO CASI NUEVA;$12.500.000;2024.0;4070.0;850.0;https://www.chilemotos.com/moto/57682/;12500000.0;850.0;4070.0;501-1000cc;0-10k
VESPA VXL150;$2.900.000;2019.0;6700.0;150.0;https://www.chilemotos.com/moto/57671/;2900000.0;150.0;6700.0;0-200cc;0-10k
Moto lifan scooter vendo por motivos de viaje sin multas con mantenimientos recién en buen estado bien cuidada solo WhatsApp o correo;$800.000;2024.0;10000.0;150.0;https://www.chilemotos.com/moto/57660/;800000.0;150.0;10000.0;0-200cc;0-10k
Vendo moto Yamaha impecable;$2.000;2024.0;19000.0;150.0;https://www.chilemotos.com/moto/57654/;2000000.0;150.0;19000.0;0-200cc;10k-30k
Venta de NK 150CC;$1.750.000;2021.0;7826.0;150.0;https://www.chilemotos.com/moto/57650/;1750000.0;150.0;7826.0;0-200cc;0-10k
Honda Nc750x;$6.000.000;2019.0;40000.0;750.0;https://www.chilemotos.com/moto/57644/;6000000.0;750.0;40000.0;501-1000cc;30k-50k
Kawasaki Z650;$6.600.000;2019.0;7400.0;650.0;https://www.chilemotos.com/moto/57614/;6600000.0;650.0;7400.0;501-1000cc;0-10k
Vendo por cambio de cilindrada;$2.990.000;2023.0;4000.0;400.0;https://www.chilemotos.com/moto/57602/;2990000.0;400.0;4000.0;201-500cc;0-10k
Venta de Moto;$1.000.000;2021.0;3000.0;125.0;https://www.chilemotos.com/moto/57562/;1000000.0;125.0;3000.0;0-200cc;0-10k
Yamaha Fz 3.0;$1.900.000;2022.0;19600.0;150.0;https://www.chilemotos.com/moto/57565/;1900000.0;150.0;19600.0;0-200cc;10k-30k
Vendo por renovación;$4.700.000;2016.0;47735.0;650.0;https://www.chilemotos.com/moto/57544/;4700000.0;650.0;47735.0;501-1000cc;30k-50k
“Moto Corsa MG 500 2022 – Como Nueva, Top Case Incluido, Mantención Reciente”;$5.100.000;2022.0;505.0;500.0;https://www.chilemotos.com/moto/57529/;5100000.0;500.0;505.0;201-500cc;0-10k
Vendo moto Honda Cb190r;$2.200.000;2023.0;13400.0;1.9;https://www.chilemotos.com/moto/57516/;2200000.0;1900.0;13400.0;1000cc+;10k-30k
Yamaha Vstar 250cc, con muchos extras y barata!!!!Full cuidado.;$3.300.000;2012.0;38000.0;250.0;https://www.chilemotos.com/moto/57468/;3300000.0;250.0;38000.0;201-500cc;30k-50k
Moto Eléctrica Dayi E-odin 2.0 – 3200 Km + Accesorios;$3.500.000;2022.0;3200.0;150.0;https://www.chilemotos.com/moto/57451/;3500000.0;150.0;3200.0;0-200cc;0-10k
Preciosa Moto BMW 2017;$4.200.000;2017.0;22500.0;313.0;https://www.chilemotos.com/moto/57435/;4200000.0;313.0;22500.0;201-500cc;10k-30k
Vendo zongshen rx3;$2.600.000;2021.0;28000.0;250.0;https://www.chilemotos.com/moto/57421/;2600000.0;250.0;28000.0;201-500cc;10k-30k
Moto R15 v3;$2.650.000;2021.0;30.0;150.0;https://www.chilemotos.com/moto/57406/;2650000.0;150.0;30.0;0-200cc;0-10k
Se vende Honda CB 125F Twister;$950.000;2022.0;25.0;125.0;https://www.chilemotos.com/moto/57398/;950000.0;125.0;25.0;0-200cc;0-10k
Vendo mi Moto Loncin color Blanco nueva (sin uso).;$2.450.000;2023.0;31.0;250.0;https://www.chilemotos.com/moto/57369/;2450000.0;250.0;31.0;201-500cc;0-10k
Vendo moto en excelentes condiciones;$8.000.000;2019.0;13.0;900.0;https://www.chilemotos.com/moto/57337/;8000000.0;900.0;13.0;501-1000cc;0-10k
Venta Honda Navy;$1.100.000;2022.0;736.0;100.0;https://www.chilemotos.com/moto/57336/;1100000.0;100.0;736.0;0-200cc;0-10k
LIFAN KPF150 | LF150-10F;$1.350.000;2023.0;10.0;150.0;https://www.chilemotos.com/moto/57307/;1350000.0;150.0;10.0;0-200cc;0-10k
Moto semi nueva;$2.200.000;2023.0;1514.0;250.0;https://www.chilemotos.com/moto/57232/;2200000.0;250.0;1514.0;201-500cc;0-10k
Gran oportunidad moto 0 kilometros;$3.700.000;2021.0;0.0;310.0;https://www.chilemotos.com/moto/57167/;3700000.0;310.0;0.0;201-500cc;
Moto Aprilia 2008 (excelente estado);$3.100.000;2008.0;19700.0;660.0;https://www.chilemotos.com/moto/57158/;3100000.0;660.0;19700.0;501-1000cc;10k-30k
Vendo moto BMW G310 GS;$3.800.000;2019.0;36.0;310.0;https://www.chilemotos.com/moto/57135/;3800000.0;310.0;36.0;201-500cc;0-10k
Vendo Benelli TRK 251;$3.800.000;2021.0;9000.0;250.0;https://www.chilemotos.com/moto/57139/;3800000.0;250.0;9000.0;201-500cc;0-10k
Yamaha XTZ 150-2 2023;$1.700.000;2023.0;7700.0;150.0;https://www.chilemotos.com/moto/57100/;1700000.0;150.0;7700.0;0-200cc;0-10k
TTX 250 2021 en Concepción | Se vende Moto TTX 250 marca Motorrad en excelente estado;$1.350.000;2021.0;18490.0;250.0;https://www.chilemotos.com/moto/57089/;1350000.0;250.0;18490.0;201-500cc;10k-30k
YAMAHA SUPER TENNERE 1200NUEVA EQUIPADA 500 KM.;$16.750.000;2023.0;535.0;1.2;https://www.chilemotos.com/moto/57082/;16750000.0;1200.0;535.0;1000cc+;0-10k
Vendo Dominar 250 por no uso;$2.500.000;2022.0;5000.0;250.0;https://www.chilemotos.com/moto/57078/;2500000.0;250.0;5000.0;201-500cc;0-10k
Excelente oportunidad;$2.900.000;2022.0;6417.0;250.0;https://www.chilemotos.com/moto/57053/;2900000.0;250.0;6417.0;201-500cc;0-10k
Pulsar Ns 200 181KM / 2024!;$2.350.000;2024.0;181.0;200.0;https://www.chilemotos.com/moto/57017/;2350000.0;200.0;181.0;0-200cc;0-10k
BMW F 800;$8;2013.0;15200.0;800.0;https://www.chilemotos.com/moto/57013/;8000000.0;800.0;15200.0;501-1000cc;10k-30k
Honda Xblade 160;$1.550.000;2022.0;20000.0;159.0;https://www.chilemotos.com/moto/56998/;1550000.0;159.0;20000.0;0-200cc;10k-30k
Zontes zt310x, 2020 perfecto estado;$2.600.000;2020.0;15956.0;310.0;https://www.chilemotos.com/moto/56986/;2600000.0;310.0;15956.0;201-500cc;10k-30k
Yamaha R3 2020 con accesorios;$4.750.000;2020.0;9500.0;300.0;https://www.chilemotos.com/moto/56929/;4750000.0;300.0;9500.0;201-500cc;0-10k
BMW GS1200 Adventure II;$14.500.000;2019.0;46500.0;1.2;https://www.chilemotos.com/moto/56923/;14500000.0;1200.0;46500.0;1000cc+;30k-50k
Yamaha yz 85 2023;$3.450.000;2023.0;60.0;85.0;https://www.chilemotos.com/moto/56919/;3450000.0;85.0;60.0;0-200cc;0-10k
Vendo FZ25;$2.400.000;2022.0;7500.0;250.0;https://www.chilemotos.com/moto/56908/;2400000.0;250.0;7500.0;201-500cc;0-10k
Yamaha midnight 950 cc;$7.300.000;2014.0;56000.0;950.0;https://www.chilemotos.com/moto/56886/;7300000.0;950.0;56000.0;501-1000cc;50k+
Honda CB500X 2017;$4.800.000;2017.0;21500.0;500.0;https://www.chilemotos.com/moto/56864/;4800000.0;500.0;21500.0;201-500cc;10k-30k
Bajaj Dominar 250;$2.400.000;2021.0;12400.0;250.0;https://www.chilemotos.com/moto/56860/;2400000.0;250.0;12400.0;201-500cc;10k-30k
Royal Enfield Meteor 350 Supernova 2024;$3.200.000;2024.0;4800.0;349.0;https://www.chilemotos.com/moto/56848/;3200000.0;349.0;4800.0;201-500cc;0-10k
Yamaha Bolt 950;$7.200.000;2016.0;46.0;950.0;https://www.chilemotos.com/moto/56839/;7200000.0;950.0;46.0;501-1000cc;0-10k
Por cambio de cilindrada;$4.800.000;2023.0;5700.0;500.0;https://www.chilemotos.com/moto/56816/;4800000.0;500.0;5700.0;201-500cc;0-10k
Giler Runner VX200 Impecable;$1.700.000;2008.0;1000.0;200.0;https://www.chilemotos.com/moto/56811/;1700000.0;200.0;1000.0;0-200cc;0-10k
BMW F850 GS I prácticamente nueva;$12.500.000;2024.0;2100.0;850.0;https://www.chilemotos.com/moto/56785/;12500000.0;850.0;2100.0;501-1000cc;0-10k
Yamaha Enticer Papeles al Dia;$900.000;2013.0;10000.0;125.0;https://www.chilemotos.com/moto/56763/;900000.0;125.0;10000.0;0-200cc;0-10k
vendo moto zontes;$3.400.000;2023.0;3000.0;312.0;https://www.chilemotos.com/moto/56756/;3400000.0;312.0;3000.0;201-500cc;0-10k
Vendo por no uso;$5.000.000;2017.0;43944.0;500.0;https://www.chilemotos.com/moto/56745/;5000000.0;500.0;43944.0;201-500cc;30k-50k
Moto Vintage 700 cc;$7.590.000;2024.0;0.0;700.0;https://www.chilemotos.com/moto/56739/;7590000.0;700.0;0.0;501-1000cc;
Se vende Moto Excelente estado;$3.500.000;2021.0;9999.0;289.0;https://www.chilemotos.com/moto/56691/;3500000.0;289.0;9999.0;201-500cc;0-10k
Pulsar 200ns fi ABS, por no uso;$1.600.000;2021.0;31000.0;200.0;https://www.chilemotos.com/moto/56662/;1600000.0;200.0;31000.0;0-200cc;30k-50k
Excelente Triumph speed 400 en venta por cambio a trail;$4.200.000;2024.0;5500.0;400.0;https://www.chilemotos.com/moto/56621/;4200000.0;400.0;5500.0;201-500cc;0-10k
Gilera gp800 2009;$4.399.000;2009.0;44000.0;800.0;https://www.chilemotos.com/moto/56594/;4399000.0;800.0;44000.0;501-1000cc;30k-50k
Se vende prácticamente nueva;$1.550.000;2023.0;1220.0;150.0;https://www.chilemotos.com/moto/56573/;1550000.0;150.0;1220.0;0-200cc;0-10k
BMW F850 GS Triple Black;$11.500.000;2024.0;2500.0;850.0;https://www.chilemotos.com/moto/56555/;11500000.0;850.0;2500.0;501-1000cc;0-10k
Vendo Moto;$5.500.000;2003.0;113000.0;1.15;https://www.chilemotos.com/moto/56528/;5500000.0;1150.0;113000.0;1000cc+;50k+
Kawasaki vulcan Nomad 1700cc año 2012;$12.000.000;2012.0;74000.0;1.7;https://www.chilemotos.com/moto/56497/;12000000.0;1700.0;74000.0;1000cc+;50k+
Honda Shadow 150 Nueva;$1.800.000;2023.0;0.0;150.0;https://www.chilemotos.com/moto/56492/;1800000.0;150.0;0.0;0-200cc;
Honda xblade 160 impecable;$1.850.000;2022.0;400.0;160.0;https://www.chilemotos.com/moto/56477/;1850000.0;160.0;400.0;0-200cc;0-10k
Moto Yamaha YBR 125 Z;$1.500.000;2021.0;213.0;125.0;https://www.chilemotos.com/moto/56470/;1500000.0;125.0;213.0;0-200cc;0-10k
Harley Davidson Pan America special S 2022 Negra;$21.500.000;2022.0;19125.0;1.25;https://www.chilemotos.com/moto/56455/;21500000.0;1250.0;19125.0;1000cc+;10k-30k
2023 Triumph Tiger 900 Gt Pro;$12.000.000;2023.0;1000.0;900.0;https://www.chilemotos.com/moto/56445/;12000000.0;900.0;1000.0;501-1000cc;0-10k
Moto suzuki gixxer fi 150;$1.200.000;2017.0;42300.0;150.0;https://www.chilemotos.com/moto/56439/;1200000.0;150.0;42300.0;0-200cc;30k-50k
Liquido yamaha yz450fx;$3.200.000;2018.0;100.0;450.0;https://www.chilemotos.com/moto/56435/;3200000.0;450.0;100.0;201-500cc;0-10k
Yamaha Kodiak 450;$8.500.000;2022.0;30.0;449.0;https://www.chilemotos.com/moto/56427/;8500000.0;449.0;30.0;201-500cc;0-10k
¡No la Dejes Escapar! Moto Impecable a Precio Increíble;$9.000.000;2022.0;13000.0;850.0;https://www.chilemotos.com/moto/56407/;9000000.0;850.0;13000.0;501-1000cc;10k-30k
Ktm rc200, 2020 como nueva;$2.500.000;2020.0;4900.0;200.0;https://www.chilemotos.com/moto/56359/;2500000.0;200.0;4900.0;0-200cc;0-10k
yamaha t max 500;$3.500.000;2008.0;20.0;500.0;https://www.chilemotos.com/moto/56351/;3500000.0;500.0;20.0;201-500cc;0-10k
yamaha t max 500;$4.000.000;2010.0;37000.0;500.0;https://www.chilemotos.com/moto/56348/;4000000.0;500.0;37000.0;201-500cc;30k-50k
Benelli trk 502;$5.250.000;2020.0;30000.0;500.0;https://www.chilemotos.com/moto/56323/;5250000.0;500.0;30000.0;201-500cc;10k-30k
Triumph Tiger 800 Xrx;$8.500.000;2018.0;44000.0;800.0;https://www.chilemotos.com/moto/56314/;8500000.0;800.0;44000.0;501-1000cc;30k-50k
Vendo moto Lifan LF200-10R;$1.500.000;2023.0;13000.0;198.0;https://www.chilemotos.com/moto/56282/;1500000.0;198.0;13000.0;0-200cc;10k-30k
Ducati Multistrada 1200 S Pikes Peak;$7.800.000;2013.0;56800.0;1.2;https://www.chilemotos.com/moto/56288/;7800000.0;1200.0;56800.0;1000cc+;50k+
Moto KTM;$4.950.000;2023.0;300.0;250.0;https://www.chilemotos.com/moto/56272/;4950000.0;250.0;300.0;201-500cc;0-10k
Moto scooter honda dio;$1.290.000;2022.0;100000.0;115.0;https://www.chilemotos.com/moto/56267/;1290000.0;115.0;100000.0;0-200cc;50k+
Motocicleta Voge 500 DSX NEGRA AÑO 2023;$4.300.000;2023.0;9350.0;471.0;https://www.chilemotos.com/moto/56257/;4300000.0;471.0;9350.0;201-500cc;0-10k
BMW R 1200 Rt 2013;$11.000.000;2013.0;86000.0;1.2;https://www.chilemotos.com/moto/56253/;11000000.0;1200.0;86000.0;1000cc+;50k+
Euromot Vintage 150;$800.000;2022.0;5800.0;150.0;https://www.chilemotos.com/moto/56229/;800000.0;150.0;5800.0;0-200cc;0-10k
Moto Yz450FX;$5.200.000;2021.0;120.0;450.0;https://www.chilemotos.com/moto/56210/;5200000.0;450.0;120.0;201-500cc;0-10k
Honda Elite 2019;$1.400.000;2019.0;7800.0;125.0;https://www.chilemotos.com/moto/56206/;1400000.0;125.0;7800.0;0-200cc;0-10k
Susuki AN125;$650.000;2015.0;9761.0;125.0;https://www.chilemotos.com/moto/56201/;650000.0;125.0;9761.0;0-200cc;0-10k
Vendo Moto Honda CBF 125 Twister;$1.300.000;2020.0;375.0;125.0;https://www.chilemotos.com/moto/56196/;1300000.0;125.0;375.0;0-200cc;0-10k
Kawasaki Z400 año 2022;$4.100.000;2022.0;24000.0;400.0;https://www.chilemotos.com/moto/56187/;4100000.0;400.0;24000.0;201-500cc;10k-30k
Moto Honda CB650R Naked;$8.200.000;2023.0;7600.0;650.0;https://www.chilemotos.com/moto/56141/;8200000.0;650.0;7600.0;501-1000cc;0-10k
Yamaha MT-03 2023 | 3,300 KMs | Perfecto Estado | Negra | $4,800,000;$4.800.000;2023.0;3299.0;321.0;https://www.chilemotos.com/moto/56079/;4800000.0;321.0;3299.0;201-500cc;0-10k
HONDA VFR CROSSRUNNER 800;$5.700.000;2012.0;48.0;800.0;https://www.chilemotos.com/moto/56072/;5700000.0;800.0;48.0;501-1000cc;0-10k
vendo moto nueva con menos de mil kilometros con cascos valorados en 800.000 de regalo;$3.500.000;2022.0;900.0;300.0;https://www.chilemotos.com/moto/56047/;3500000.0;300.0;900.0;201-500cc;0-10k
MOTOS SIDECAR;$15.590.000;2024.0;-35.0;700.0;https://www.chilemotos.com/moto/56041/;15590000.0;700.0;-35.0;501-1000cc;
VENDO MOTO LIFAN NUEVA;$2.100.000;2023.0;50.0;250.0;https://www.chilemotos.com/moto/56035/;2100000.0;250.0;50.0;201-500cc;0-10k
Moto eléctrica OneCool m6 como nueva!;$1.500.000;2022.0;500.0;150.0;https://www.chilemotos.com/moto/56002/;1500000.0;150.0;500.0;0-200cc;0-10k
LIFAN KP 250 3R;$1.250.000;2021.0;21500.0;250.0;https://www.chilemotos.com/moto/55973/;1250000.0;250.0;21500.0;201-500cc;10k-30k
Moto a la venta;$1.100.000;2022.0;16.0;125.0;https://www.chilemotos.com/moto/55960/;1100000.0;125.0;16.0;0-200cc;0-10k
Moto Royal Enfield;$3.200.000;2022.0;350.0;350.0;https://www.chilemotos.com/moto/55901/;3200000.0;350.0;350.0;201-500cc;0-10k
Scooter Honda Elite Fi;$1.350.000;2019.0;12.0;125.0;https://www.chilemotos.com/moto/55871/;1350000.0;125.0;12.0;0-200cc;0-10k
Himalayan 2021;$2.990.000;2021.0;22000.0;411.0;https://www.chilemotos.com/moto/55837/;2990000.0;411.0;22000.0;201-500cc;10k-30k
Ducati Scrambler Icon 800;$7.980.000;2019.0;9294.0;800.0;https://www.chilemotos.com/moto/55815/;7980000.0;800.0;9294.0;501-1000cc;0-10k
KTM 390 ADVENTURE 2022;$4.000.000;2022.0;9299.0;389.0;https://www.chilemotos.com/moto/55814/;4000000.0;389.0;9299.0;201-500cc;0-10k
harley davidson Breakout 114;$21.500.000;2020.0;10438.0;1.851;https://www.chilemotos.com/moto/55707/;21500000.0;1851.0;10438.0;1000cc+;10k-30k
BMW S1000R 2023 poco uso;$16.000.000;2023.0;3000.0;1.0;https://www.chilemotos.com/moto/55687/;16000000.0;1000.0;3000.0;501-1000cc;0-10k
Triumph Tiger 800 XCA;$8.500.000;2019.0;64000.0;800.0;https://www.chilemotos.com/moto/55636/;8500000.0;800.0;64000.0;501-1000cc;50k+
Mororrad CG 150, 3mil km;$550.000;2021.0;3000.0;150.0;https://www.chilemotos.com/moto/55667/;550000.0;150.0;3000.0;0-200cc;0-10k
VENDO VESPA PRIMAVERA 2019;$3.500.000;2019.0;2754.0;125.0;https://www.chilemotos.com/moto/55659/;3500000.0;125.0;2754.0;0-200cc;0-10k
vendo solo por necesidad mi motora;$1.300.000;2021.0;45000.0;150.0;https://www.chilemotos.com/moto/55602/;1300000.0;150.0;45000.0;0-200cc;30k-50k
FZ25;$2.700.000;2023.0;4500.0;250.0;https://www.chilemotos.com/moto/55597/;2700000.0;250.0;4500.0;201-500cc;0-10k
Yamaha super tenere 1200;$11.900.000;2022.0;17500.0;1.2;https://www.chilemotos.com/moto/55590/;11900000.0;1200.0;17500.0;1000cc+;10k-30k
Yamaha Tracer 9;$12.000.000;2023.0;500.0;890.0;https://www.chilemotos.com/moto/55584/;12000000.0;890.0;500.0;501-1000cc;0-10k
Bajaj pulsar Ns200;$2.000.000;2024.0;2800.0;200.0;https://www.chilemotos.com/moto/55580/;2000000.0;200.0;2800.0;0-200cc;0-10k
Vendo mi moto;$5.200.000;2022.0;12000.0;300.0;https://www.chilemotos.com/moto/55572/;5200000.0;300.0;12000.0;201-500cc;10k-30k
Honda CB 500 FA;$5.000.000;2018.0;3469.0;500.0;https://www.chilemotos.com/moto/55566/;5000000.0;500.0;3469.0;201-500cc;0-10k
Honda Elite;$1.400.000;2024.0;400.0;125.0;https://www.chilemotos.com/moto/55562/;1400000.0;125.0;400.0;0-200cc;0-10k
Moto BMW GTL-1600;$17.990.000;2020.0;23000.0;1.6;https://www.chilemotos.com/moto/55558/;17990000.0;1600.0;23000.0;1000cc+;10k-30k
Yamaha Grizzly 300;$2.500.000;2012.0;0.0;300.0;https://www.chilemotos.com/moto/55533/;2500000.0;300.0;0.0;201-500cc;
SUZUKI GSXR150 AÑO 2021;$2.700.000;2021.0;14.0;150.0;https://www.chilemotos.com/moto/55486/;2700000.0;150.0;14.0;0-200cc;0-10k
